Species,Location,GISD_status,EASIN_status,invasive_flag
Lecudina tuzetae,Germany,Lecudina tuzetae; Not in GISD,No_EASIN_data,GISD_listed_globally
Lessardia elongata,Denmark,Lessardia elongata; Not in GISD,No_EASIN_data,GISD_listed_globally
Lessardia elongata,Spain,Lessardia elongata; Not in GISD,Not_listed,GISD_listed_globally
Lessardia elongata,Ukraine,Lessardia elongata; Not in GISD,Country_not_mapped,GISD_listed_globally
Lessardia elongata,United Kingdom,Lessardia elongata; Not in GISD,No_EASIN_data,GISD_listed_globally
Leucosolenia variabilis,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Lichomolgus similis,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Licmophora abbreviata,Greece,Licmophora abbreviata; Not in GISD,No_EASIN_data,GISD_listed_globally
Licmophora abbreviata,Norway,Licmophora abbreviata; Not in GISD,No_EASIN_data,GISD_listed_globally
Licmophora abbreviata,Spain,Licmophora abbreviata; Not in GISD,Not_listed,GISD_listed_globally
Licmophora flabellata,France,Licmophora flabellata; Not in GISD,Not_listed,GISD_listed_globally
Licmophora flabellata,Greece,Licmophora flabellata; Not in GISD,No_EASIN_data,GISD_listed_globally
Limaria hians,France,Limaria hians; Not in GISD,Not_listed,GISD_listed_globally
Limaria hians,Norway,Limaria hians; Not in GISD,No_EASIN_data,GISD_listed_globally
Lindrilus rubropharyngeus,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Lindrilus rubropharyngeus,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Lineaperpetua lacustris,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Litoditis marina,Germany,Litoditis marina; Not in GISD,No_EASIN_data,GISD_listed_globally
Litoditis marina,Portugal,Litoditis marina; Not in GISD,No_EASIN_data,GISD_listed_globally
Litonotus pictus,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Lophosiphonia teges,Spain,Lophosiphonia teges; Not in GISD,Not_listed,GISD_listed_globally
Maeotias marginata,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Magelona mirabilis,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Malacoceros fuliginosus,Portugal,Malacoceros fuliginosus; Not in GISD,No_EASIN_data,GISD_listed_globally
Mallomonas akrokomos,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Mantamonas plastica,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Margalefidinium polykrikoides,Greece,Margalefidinium polykrikoides; Not in GISD,No_EASIN_data,GISD_listed_globally
Mecynostomum auritum,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Mediolabrus comicus,Finland,Mediolabrus comicus; Not in GISD,No_EASIN_data,GISD_listed_globally
Mediolabrus comicus,Netherlands,Mediolabrus comicus; Not in GISD,No_EASIN_data,GISD_listed_globally
Mediolabrus comicus,United Kingdom,Mediolabrus comicus; Not in GISD,No_EASIN_data,GISD_listed_globally
Melosira dubia,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Melosira dubia,Poland,Invasive,No_EASIN_data,GISD_listed_globally
Melosira dubia,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Melosira moniliformis,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Melosira moniliformis,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Melosira moniliformis,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Membranipora membranacea,Norway,Membranipora membranacea; Not in GISD,No_EASIN_data,GISD_listed_globally
Membranipora membranacea,United Kingdom,Membranipora membranacea; Not in GISD,No_EASIN_data,GISD_listed_globally
Merelina tokunagai,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Mesanophrys carcini,Greece,Mesanophrys carcini; Not in GISD,No_EASIN_data,GISD_listed_globally
Mesocyclops leuckarti,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Mesopedinella arctica,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Metacylis joergenseni,Italy,Metacylis joergenseni; Not in GISD,No_EASIN_data,GISD_listed_globally
Metacylis joergenseni,Spain,Metacylis joergenseni; Not in GISD,Not_listed,GISD_listed_globally
Metadesmolaimus aduncus,Germany,Invasive,No_EASIN_data,GISD_listed_globally
Microglena uva-maris,Netherlands,Microglena uva-maris; Not in GISD,No_EASIN_data,GISD_listed_globally
Microglena uva-maris,Norway,Microglena uva-maris; Not in GISD,No_EASIN_data,GISD_listed_globally
Minutocellus polymorphus,Greece,Minutocellus polymorphus; Not in GISD,No_EASIN_data,GISD_listed_globally
Minutocellus polymorphus,Netherlands,Minutocellus polymorphus; Not in GISD,No_EASIN_data,GISD_listed_globally
Minutocellus polymorphus,Norway,Minutocellus polymorphus; Not in GISD,No_EASIN_data,GISD_listed_globally
Minutocellus polymorphus,Portugal,Minutocellus polymorphus; Not in GISD,No_EASIN_data,GISD_listed_globally
Minutocellus polymorphus,Spain,Minutocellus polymorphus; Not in GISD,Not_listed,GISD_listed_globally
Minutocellus polymorphus,Ukraine,Minutocellus polymorphus; Not in GISD,Country_not_mapped,GISD_listed_globally
Minutocellus polymorphus,United Kingdom,Minutocellus polymorphus; Not in GISD,No_EASIN_data,GISD_listed_globally
Moerisia inkermanica,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Molgula occidentalis,Greece,Molgula occidentalis; Not in GISD,No_EASIN_data,GISD_listed_globally
Molgula occidentalis,Italy,Molgula occidentalis; Not in GISD,No_EASIN_data,GISD_listed_globally
Monocelis longiceps,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Monorhizochytrium globosum,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Monorhizochytrium globosum,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Monorhizochytrium globosum,Spain,Invasive,Not_listed,GISD_listed_globally
Monorhizochytrium globosum,United Kingdom,Invasive,No_EASIN_data,GISD_listed_globally
Mourgona murca,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Mucochytrium quahogii,France,Invasive,Not_listed,GISD_listed_globally
Myrmekioderma granulatum,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Mytilicola intestinalis,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Mytilicola orientalis,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Myxophyllum magnum,Germany,Invasive,No_EASIN_data,GISD_listed_globally
Navicula perminuta,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Navicula perminuta,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Navicula perminuta,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Nereimyra punctata,Norway,Nereimyra punctata; Not in GISD,No_EASIN_data,GISD_listed_globally
Nitocra hibernica,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Nitzschia amabilis,Italy,Invasive,No_EASIN_data,GISD_listed_globally
Nitzschia capitellata,Germany,Invasive,No_EASIN_data,GISD_listed_globally
Nitzschia dubia,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Nitzschia frigida,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Noctiluca scintillans,Denmark,Noctiluca scintillans; Not in GISD,No_EASIN_data,GISD_listed_globally
Noctiluca scintillans,Greece,Noctiluca scintillans; Not in GISD,No_EASIN_data,GISD_listed_globally
Noctiluca scintillans,Netherlands,Noctiluca scintillans; Not in GISD,No_EASIN_data,GISD_listed_globally
Noctiluca scintillans,Norway,Noctiluca scintillans; Not in GISD,No_EASIN_data,GISD_listed_globally
Noctiluca scintillans,Portugal,Noctiluca scintillans; Not in GISD,No_EASIN_data,GISD_listed_globally
Noctiluca scintillans,Ukraine,Noctiluca scintillans; Not in GISD,Country_not_mapped,GISD_listed_globally
Notomastus latericeus,Greece,Notomastus latericeus; Not in GISD,No_EASIN_data,GISD_listed_globally
Notomastus latericeus,Portugal,Notomastus latericeus; Not in GISD,No_EASIN_data,GISD_listed_globally
Notomastus latericeus,Spain,Notomastus latericeus; Not in GISD,Not_listed,GISD_listed_globally
Notomastus latericeus,United Kingdom,Notomastus latericeus; Not in GISD,No_EASIN_data,GISD_listed_globally
Obelia dichotoma,Netherlands,Obelia dichotoma; Not in GISD,No_EASIN_data,GISD_listed_globally
Obelia dichotoma,Portugal,Obelia dichotoma; Not in GISD,No_EASIN_data,GISD_listed_globally
Obelia geniculata,Greece,Obelia geniculata; Not in GISD,No_EASIN_data,GISD_listed_globally
Obelia geniculata,Portugal,Obelia geniculata; Not in GISD,No_EASIN_data,GISD_listed_globally
Obelia geniculata,Spain,Obelia geniculata; Not in GISD,Not_listed,GISD_listed_globally
Olpidiopsis feldmanni,Italy,Olpidiopsis feldmanni; Not in GISD,No_EASIN_data,GISD_listed_globally
Oncorhynchus kisutch,Finland,Invasive,No_EASIN_data,GISD_listed_globally
Oncorhynchus kisutch,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Opercularella lacerata,Netherlands,Opercularella lacerata; Not in GISD,No_EASIN_data,GISD_listed_globally
Ophryotrocha labronica,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Otocelis rubropunctata,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Oxyrrhis marina,Norway,Oxyrrhis marina; Not in GISD,No_EASIN_data,GISD_listed_globally
Oxyrrhis marina,Portugal,Oxyrrhis marina; Not in GISD,No_EASIN_data,GISD_listed_globally
Panagrolaimus paetzoldi,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Panagrolaimus paetzoldi,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Pandorina morum,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Pandorina morum,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Parabirojimia similis,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Paralia sulcata,United Kingdom,Paralia sulcata; Not in GISD,No_EASIN_data,GISD_listed_globally
Paramecium putrinum,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Paramecynostomum diversicolor,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Paranophrys marina,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Paraphysomonas foraminifera,Spain,Invasive,Not_listed,GISD_listed_globally
Paraphysomonas hebetispina,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Paraphysomonas hebetispina,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Paraplanocera oligoglena,Denmark,Invasive,No_EASIN_data,GISD_listed_globally
Paraplanocera oligoglena,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Paraplanocera oligoglena,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Parasabella saxicola,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Parauronema longum,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Parvicardium exiguum,Greece,Parvicardium exiguum; Not in GISD,No_EASIN_data,GISD_listed_globally
Parvicardium exiguum,Italy,Parvicardium exiguum; Not in GISD,No_EASIN_data,GISD_listed_globally
Parvicardium exiguum,Spain,Parvicardium exiguum; Not in GISD,Not_listed,GISD_listed_globally
Parvicardium exiguum,Ukraine,Parvicardium exiguum; Not in GISD,Country_not_mapped,GISD_listed_globally
Parvilucifera rostrata,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Parvocaulis parvulus,Greece,Parvocaulis parvulus; Not in GISD,No_EASIN_data,GISD_listed_globally
Peyssonnelia dubyi,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Peyssonnelia rosenvingei,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Peyssonnelia rosenvingei,Italy,Invasive,No_EASIN_data,GISD_listed_globally
Peyssonnelia rosenvingei,Spain,Invasive,Not_listed,GISD_listed_globally
Phaeophila dendroides,Greece,Phaeophila dendroides; Not in GISD,No_EASIN_data,GISD_listed_globally
Phaeophila dendroides,Italy,Phaeophila dendroides; Not in GISD,No_EASIN_data,GISD_listed_globally
Pharus legumen,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Phialina salinarum,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Phryganella paradoxa,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Phymatolithon lamii,France,Phymatolithon lamii; Not in GISD,Not_listed,GISD_listed_globally
Phymatolithon lenormandii,Norway,Phymatolithon lenormandii; Not in GISD,No_EASIN_data,GISD_listed_globally
Phymatolithon lenormandii,United Kingdom,Phymatolithon lenormandii; Not in GISD,No_EASIN_data,GISD_listed_globally
Phymatolithon variabile,Greece,Phymatolithon variabile; Not in GISD,No_EASIN_data,GISD_listed_globally
Pista cristata,Italy,Pista cristata; Not in GISD,No_EASIN_data,GISD_listed_globally
Placida cremoniana,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Placorhynchus dimorphis,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Plagioselmis prolonga,France,Invasive,Not_listed,GISD_listed_globally
Plagioselmis prolonga,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Plagioselmis prolonga,Italy,Invasive,No_EASIN_data,GISD_listed_globally
Plagioselmis prolonga,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Plagioselmis prolonga,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Plagioselmis prolonga,Spain,Invasive,Not_listed,GISD_listed_globally
Plagioselmis prolonga,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Plagioselmis prolonga,United Kingdom,Invasive,No_EASIN_data,GISD_listed_globally
Pleurosigma planctonicum,France,Invasive,Not_listed,GISD_listed_globally
Poecilochaetus serpens,Portugal,Poecilochaetus serpens; Not in GISD,No_EASIN_data,GISD_listed_globally
Polykrikos kofoidii,Greece,Polykrikos kofoidii; Not in GISD,No_EASIN_data,GISD_listed_globally
Polykrikos kofoidii,Netherlands,Polykrikos kofoidii; Not in GISD,No_EASIN_data,GISD_listed_globally
Polykrikos kofoidii,Norway,Polykrikos kofoidii; Not in GISD,No_EASIN_data,GISD_listed_globally
Polykrikos kofoidii,Portugal,Polykrikos kofoidii; Not in GISD,No_EASIN_data,GISD_listed_globally
Polykrikos kofoidii,Spain,Polykrikos kofoidii; Not in GISD,Not_listed,GISD_listed_globally
Polykrikos kofoidii,Ukraine,Polykrikos kofoidii; Not in GISD,Country_not_mapped,GISD_listed_globally
Polykrikos kofoidii,United Kingdom,Polykrikos kofoidii; Not in GISD,No_EASIN_data,GISD_listed_globally
Polysiphonia anomala,Greece,Polysiphonia anomala; Not in GISD,No_EASIN_data,GISD_listed_globally
Polysiphonia sertularioides,Greece,Polysiphonia sertularioides; Not in GISD,No_EASIN_data,GISD_listed_globally
Polysiphonia sertularioides,Italy,Polysiphonia sertularioides; Not in GISD,No_EASIN_data,GISD_listed_globally
Prionospio elongata,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Prionospio elongata,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Prionospio kirrae,Spain,Prionospio kirrae; Not in GISD,Not_listed,GISD_listed_globally
Pristionchus lheritieri,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Proales reinhardti,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Proceraea cornuta,Netherlands,Proceraea cornuta; Not in GISD,No_EASIN_data,GISD_listed_globally
Propecingulum fistoleramalliei,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Prorodon ovum,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Prosthiostomum siphunculus,Greece,Prosthiostomum siphunculus; Not in GISD,No_EASIN_data,GISD_listed_globally
Prosthiostomum siphunculus,Netherlands,Prosthiostomum siphunculus; Not in GISD,No_EASIN_data,GISD_listed_globally
Prosthiostomum siphunculus,Spain,Prosthiostomum siphunculus; Not in GISD,Not_listed,GISD_listed_globally
Protaphelidium rhizoclonii,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Protodrilus pythonius,Netherlands,Protodrilus pythonius; Not in GISD,No_EASIN_data,GISD_listed_globally
Protohydra leuckarti,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Protomonostroma undulatum,Norway,Protomonostroma undulatum; Not in GISD,No_EASIN_data,GISD_listed_globally
Protoperidinium claudicans,Netherlands,Protoperidinium claudicans; Not in GISD,No_EASIN_data,GISD_listed_globally
Protoperidinium monovelum,Portugal,Protoperidinium monovelum; Not in GISD,No_EASIN_data,GISD_listed_globally
Protoperidinium pellucidum,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Pseudendoclonium fucicola,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Pseudendoclonium fucicola,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Pseudendoclonium incrustans,Germany,Invasive,No_EASIN_data,GISD_listed_globally
Pseudobodo tremulans,Greece,Pseudobodo tremulans; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudocalanus moultoni,Norway,Pseudocalanus moultoni; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudochilodonopsis fluviatilis,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Pseudochilodonopsis fluviatilis,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Pseudodiaptomus marinus,Greece,Pseudodiaptomus marinus; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudodiaptomus marinus,Netherlands,Pseudodiaptomus marinus; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudovorticella paracratera,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Pseudovorticella parakenti,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Ptychopera plebeia,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Punctodora ratzeburgensis,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Pylaiella littoralis,Denmark,Invasive,No_EASIN_data,GISD_listed_globally
Pylaiella littoralis,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Pyramimonas formosa,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Pyramimonas formosa,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Pyramimonas formosa,Spain,Invasive,Not_listed,GISD_listed_globally
Pyxidinopsis psilata,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Rhaphoneis amphiceros,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Rhaphoneis amphiceros,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Rhizodomus tagatzi,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Rhizodomus tagatzi,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Rhodella violacea,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Rictus lutensis,Germany,Rictus lutensis; Not in GISD,No_EASIN_data,GISD_listed_globally
Rimostrombidium veniliae,Norway,Rimostrombidium veniliae; Not in GISD,No_EASIN_data,GISD_listed_globally
Salvatoria limbata,Italy,Invasive,No_EASIN_data,GISD_listed_globally
Scalibregma inflatum,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Selenidium sabellariae,Greece,Selenidium sabellariae; Not in GISD,No_EASIN_data,GISD_listed_globally
Seminavis robusta,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Sourniaea diacantha,Finland,Invasive,No_EASIN_data,GISD_listed_globally
Sourniaea diacantha,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Sourniaea diacantha,Spain,Invasive,Not_listed,GISD_listed_globally
Spatulodinium pseudonoctiluca,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Spermatozopsis exsultans,Netherlands,Spermatozopsis exsultans; Not in GISD,No_EASIN_data,GISD_listed_globally
Spermatozopsis similis,NA,Spermatozopsis similis; Not in GISD,Country_not_mapped,GISD_listed_globally
Spermatozopsis similis,Netherlands,Spermatozopsis similis; Not in GISD,No_EASIN_data,GISD_listed_globally
Sphaerosyllis pirifera,Italy,Sphaerosyllis pirifera; Not in GISD,No_EASIN_data,GISD_listed_globally
Spiniferites mirabilis,Finland,Invasive,No_EASIN_data,GISD_listed_globally
Spiniferites mirabilis,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Spiniferites mirabilis,Italy,Invasive,No_EASIN_data,GISD_listed_globally
Spiniferites mirabilis,Spain,Invasive,Not_listed,GISD_listed_globally
Spinosphaera hutchingsae,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Spinosphaera hutchingsae,Spain,Invasive,Not_listed,GISD_listed_globally
Spirorbis spirorbis,Italy,Spirorbis spirorbis; Not in GISD,No_EASIN_data,GISD_listed_globally
Spirorbis tridentatus,Norway,Spirorbis tridentatus; Not in GISD,No_EASIN_data,GISD_listed_globally
Spirorbis tridentatus,United Kingdom,Spirorbis tridentatus; Not in GISD,No_EASIN_data,GISD_listed_globally
Spongites fruticulosus,Greece,Spongites fruticulosus; Not in GISD,No_EASIN_data,GISD_listed_globally
Spongites fruticulosus,Italy,Spongites fruticulosus; Not in GISD,No_EASIN_data,GISD_listed_globally
Spongoclonium caribaeum,Italy,Spongoclonium caribaeum; Not in GISD,No_EASIN_data,GISD_listed_globally
Stauridiosarsia gemmifera,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Stentor polymorphus,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Sthenelais boa,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Striatella unipunctata,Greece,Striatella unipunctata; Not in GISD,No_EASIN_data,GISD_listed_globally
Striatella unipunctata,United Kingdom,Striatella unipunctata; Not in GISD,No_EASIN_data,GISD_listed_globally
Strombidinopsis acuminata,Spain,Strombidinopsis acuminata; Not in GISD,Not_listed,GISD_listed_globally
Strombidium conicum,Germany,Strombidium conicum; Not in GISD,No_EASIN_data,GISD_listed_globally
Strombidium conicum,Netherlands,Strombidium conicum; Not in GISD,No_EASIN_data,GISD_listed_globally
Strombidium conicum,Poland,Strombidium conicum; Not in GISD,No_EASIN_data,GISD_listed_globally
Strombidium paracalkinsi,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Stuckenia pectinata,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Stylonychia pustulata,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Syltodinium listii,Denmark,Invasive,No_EASIN_data,GISD_listed_globally
Syltodinium listii,France,Invasive,Not_listed,GISD_listed_globally
Syltodinium listii,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Syltodinium listii,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Syltodinium listii,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Syltodinium listii,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Syltodinium listii,Spain,Invasive,Not_listed,GISD_listed_globally
Syltodinium listii,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Symsagittifera roscoffensis,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Synura curtispina,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Tenuicylindrus belgicus,Greece,Tenuicylindrus belgicus; Not in GISD,No_EASIN_data,GISD_listed_globally
Tenuicylindrus belgicus,Netherlands,Tenuicylindrus belgicus; Not in GISD,No_EASIN_data,GISD_listed_globally
Thalassiosira andamanica,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Thalassiosira delicatula,Portugal,Thalassiosira delicatula; Not in GISD,No_EASIN_data,GISD_listed_globally
Thalassiosira delicatula,United Kingdom,Thalassiosira delicatula; Not in GISD,No_EASIN_data,GISD_listed_globally
Thalassiosira gessneri,NA,Thalassiosira gessneri; Not in GISD,Country_not_mapped,GISD_listed_globally
Thalassiosira gessneri,Netherlands,Thalassiosira gessneri; Not in GISD,No_EASIN_data,GISD_listed_globally
Thalassiosira hispida,Germany,Thalassiosira hispida; Not in GISD,No_EASIN_data,GISD_listed_globally
Thalassiosira hispida,Norway,Thalassiosira hispida; Not in GISD,No_EASIN_data,GISD_listed_globally
Thalassiosira hispida,Poland,Thalassiosira hispida; Not in GISD,No_EASIN_data,GISD_listed_globally
Thalassoplanella collaris,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Thraustochytrium kinnei,Italy,Thraustochytrium kinnei; Not in GISD,No_EASIN_data,GISD_listed_globally
Thraustochytrium kinnei,Ukraine,Thraustochytrium kinnei; Not in GISD,Country_not_mapped,GISD_listed_globally
Tintinnopsis dadayi,Italy,Tintinnopsis dadayi; Not in GISD,No_EASIN_data,GISD_listed_globally
Tintinnopsis everta,Greece,Tintinnopsis everta; Not in GISD,No_EASIN_data,GISD_listed_globally
Tintinnopsis everta,Italy,Tintinnopsis everta; Not in GISD,No_EASIN_data,GISD_listed_globally
Tintinnopsis parvula,France,Tintinnopsis parvula; Not in GISD,Not_listed,GISD_listed_globally
Tintinnopsis parvula,Netherlands,Tintinnopsis parvula; Not in GISD,No_EASIN_data,GISD_listed_globally
Tintinnopsis parvula,Portugal,Tintinnopsis parvula; Not in GISD,No_EASIN_data,GISD_listed_globally
Titanoderma pustulatum,Greece,Titanoderma pustulatum; Not in GISD,No_EASIN_data,GISD_listed_globally
Titanoderma pustulatum,United Kingdom,Titanoderma pustulatum; Not in GISD,No_EASIN_data,GISD_listed_globally
Tricolia pullus,Spain,Tricolia pullus; Not in GISD,Not_listed,GISD_listed_globally
Trigonostomum penicillatum,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Tripos macroceros,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Trochilioides recta,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Trochiliopsis australis,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Tuberlatum coatsi,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Tubulanus annulatus,Norway,Tubulanus annulatus; Not in GISD,No_EASIN_data,GISD_listed_globally
Tubulipora lobifera,Italy,Invasive,No_EASIN_data,GISD_listed_globally
Turbanella cornuta,Germany,Turbanella cornuta; Not in GISD,No_EASIN_data,GISD_listed_globally
Turtonia minuta,Norway,Turtonia minuta; Not in GISD,No_EASIN_data,GISD_listed_globally
Ulvella leptochaete,Germany,Ulvella leptochaete; Not in GISD,No_EASIN_data,GISD_listed_globally
Ulvella leptochaete,Greece,Ulvella leptochaete; Not in GISD,No_EASIN_data,GISD_listed_globally
Ulvella leptochaete,Italy,Ulvella leptochaete; Not in GISD,No_EASIN_data,GISD_listed_globally
Ulvella leptochaete,Spain,Ulvella leptochaete; Not in GISD,Not_listed,GISD_listed_globally
Ulvella leptochaete,Ukraine,Ulvella leptochaete; Not in GISD,Country_not_mapped,GISD_listed_globally
Urosolenia eriensis,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Vermiliopsis striaticeps,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Vermiliopsis striaticeps,Italy,Invasive,No_EASIN_data,GISD_listed_globally
Vermiliopsis striaticeps,Spain,Invasive,Not_listed,GISD_listed_globally
Vertebrata lanosa,Norway,Vertebrata lanosa; Not in GISD,No_EASIN_data,GISD_listed_globally
Volvox tertius,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Vorticella similis,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Wilbertomorpha colpoda,Germany,Wilbertomorpha colpoda; Not in GISD,No_EASIN_data,GISD_listed_globally
Woodruffides metabolicus,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Zannichellia palustris,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Zoothamnium apoarbuscula,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Zoothamnium parahiketes,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Zosterodasys transverses,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
uncultured Amoebophrya,Greece,Invasive,No_EASIN_data,GISD_listed_globally
uncultured Anteholosticha,Germany,Invasive,No_EASIN_data,GISD_listed_globally
uncultured Apusomonadidae,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
uncultured Apusozoa,Greece,Invasive,No_EASIN_data,GISD_listed_globally
uncultured Apusozoa,Spain,Invasive,Not_listed,GISD_listed_globally
